"Year","Product","01 Agriculture and hunting","02 Forestry","03 Fishing","05_09 Mining and quarrying","10_12 Food industry, etc.","13_15 Textile, clothing and  leather industries","16 Woodworking industry","17 Paper industry","18 Printing","19 Manufacture of coke and refined petroleum products","20 Manufacture of chemicals and chemical products","21 Pharmaceutical industry","22 Manufacture of rubber and plastic products","23 Manufacture of other non-metallic mineral products","24 Manufacture of basic metals","25 Manufacture of fabricated metal products","26 Electronics industry","27 Manufacture of electrical equipment","28 Manufacture of machinery and equipment n.e.c.","29 Manufacture of motor vehicles, etc.","30 Manufacture of other transport equipment","31_32 Manufacture of furniture and other products","33 Repair and installation of machinery and equipment","35 Electricity, gas, steam and air conditioning supply","36 Water collection, treatment and supply","37_39 Sewerage and waste management","41_43 Construction","45 Trade and repair of motor vehicles, etc.","46 Wholesale trade (excl. motor vehicles, etc.)","47 Retail trade (excl. motor vehicles, etc.)","49 Land transport","50 Water transport","51 Air transport","52 Warehousing and support activities for transportation","53 Postal and courier activities","55_56 Accommodation and food service activities","58 Publishing activities","59_60 Audio-visual activities","61 Telecommunications","62_63 Computer and information service activities","64 Financial activities","65 Insurance activities","66 Activities auxiliary to financial and insurance activities","68 Real estate activities","68A Operation of dwellings and residential real estate","69_70 Business management activities","71 Architectural and engineering activities, etc.","72 Scientific research and development","73 Advertising and market research","74_75 Other business activities and veterinary activities","77 Rental and leasing activities","78 Employment activities","79 Travel agencies, etc.","80_82 Other support services","84 Public administration and social security","85 Education","86 Human health activities","87_88 Social work activities","90_92 Cultural activities and gambling","93 Sport, amusement and recreation activities","94 Activities of membership organisations","95 Repair of household goods","96 Other personal service activities","97_98 Household service activities","0 Industries total","P3/S14 Final consumption expenditure by households","P3/S15 Final consumption expenditure by non-profit organisations serving households (NPISH)","P3/S13 Final consumption expenditure by government","P3K Final consumption expenditure","P51 Gross fixed capital formation","P52 Changes in inventories","P5 Gross capital formation","P6K/S21 Exports intra EU fob","P6K/S2111 Exports intra EU, members of EMU fob","P6K/S2112 Exports intra EU, nonmembers of EMU fob","P6K/S22 Exports extra EU fob","P6K Exports of goods and services","FUSE_PH Final uses at basic prices","USE_PH Total use at basic prices"
"2014","20 Chemicals and chemical products",235.334000,32.521000,0.002000,72.542000,160.188000,68.925000,93.967000,628.980000,38.084000,22.863000,2331.372000,38.924000,645.503000,89.293000,37.857000,15.658000,12.892000,79.902000,13.480000,7.967000,16.215000,21.026000,3.570000,190.206000,9.114000,46.757000,81.439000,4.032000,3.612000,0.020000,0.014000,0.008000,0.072000,23.910000,0.003000,0.451000,1.827000,2.709000,0.047000,1.302000,0.593000,0.387000,0.454000,0.368000,0.015000,0.694000,3.493000,0.177000,13.527000,0.447000,25.800000,0.134000,7.337000,15.353000,13.461000,5.318000,33.730000,9.319000,5.347000,9.049000,10.535000,0.874000,23.058000,.,5212.054000,413.762000,.,.,413.762000,.,28.052000,28.052000,258.710000,151.746000,106.963000,168.855000,427.565000,869.379000,6081.433000
"2014","21 Basic pharmaceutical products and pharmaceutical preparations",1.506000,.,.,.,4.445000,.,.,.,.,.,53.230000,41.005000,.,.,0.179000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.001000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2.242000,.,.,.,.,16.791000,12.145000,583.942000,45.912000,.,.,.,.,.,.,761.397000,393.017000,.,457.031000,850.048000,.,9.707000,9.707000,88.227000,41.593000,46.634000,239.172000,327.399000,1187.154000,1948.551000
"2014","22 Rubber and plastics products",0.243000,0.380000,0.001000,3.666000,135.584000,1.566000,18.670000,53.004000,9.966000,0.134000,41.118000,18.048000,147.530000,25.439000,3.162000,19.782000,6.039000,29.346000,66.381000,22.633000,6.287000,30.223000,4.072000,5.137000,0.119000,1.967000,473.079000,0.988000,48.936000,56.014000,72.353000,0.037000,0.395000,10.816000,0.049000,0.264000,0.582000,0.413000,0.253000,0.818000,0.416000,1.296000,0.589000,1.659000,0.141000,0.250000,0.503000,0.172000,0.532000,0.204000,26.780000,0.067000,2.287000,1.542000,14.016000,3.378000,14.487000,1.816000,1.045000,1.614000,2.276000,2.276000,7.625000,.,1400.465000,193.009000,.,.,193.009000,.,11.584000,11.584000,84.322000,37.201000,47.121000,31.026000,115.348000,319.941000,1720.406000
"2014","23 Other non-metallic mineral products",1.566000,.,.,25.101000,8.578000,0.304000,23.901000,6.050000,0.011000,.,14.402000,0.205000,6.808000,131.025000,76.096000,18.575000,2.835000,16.050000,9.720000,1.761000,8.901000,5.324000,0.557000,1.541000,0.054000,0.768000,195.134000,28.441000,0.511000,0.003000,0.016000,0.000000,0.001000,0.009000,0.009000,0.055000,0.213000,0.012000,0.002000,1.299000,0.415000,0.285000,0.476000,0.023000,.,0.713000,0.856000,0.140000,1.225000,1.704000,0.915000,0.131000,0.003000,1.349000,0.066000,0.314000,7.432000,0.082000,0.047000,0.062000,0.189000,0.367000,1.229000,.,603.856000,109.185000,.,.,109.185000,.,4.959000,4.959000,.,.,.,.,.,114.144000,718.000000
"2014","24 Basic metals",.,.,.,.,1.922000,1.088000,30.571000,21.068000,3.734000,0.000000,5.935000,0.233000,38.288000,42.689000,1496.045000,538.869000,11.741000,232.527000,227.937000,47.992000,145.035000,63.701000,22.917000,0.621000,0.022000,0.877000,48.093000,.,.,0.067000,.,.,.,.,.,.,0.013000,0.015000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2982.000000,3.583000,.,.,3.583000,.,20.503000,20.503000,0.521000,0.255000,0.266000,0.154000,0.675000,24.761000,3006.761000
"2014","25 Fabricated metal products, except machinery and equipment",13.752000,0.086000,0.000000,2.742000,49.029000,0.703000,23.781000,2.101000,0.000000,.,10.228000,0.744000,24.117000,31.971000,6.992000,155.242000,8.679000,57.169000,316.883000,10.885000,21.027000,24.576000,4.620000,1.381000,0.036000,1.525000,495.217000,0.474000,6.198000,0.296000,2.195000,0.008000,0.178000,32.351000,0.007000,0.737000,0.503000,0.169000,8.402000,3.010000,2.292000,0.827000,1.868000,0.521000,0.040000,1.597000,2.076000,0.659000,2.850000,0.972000,2.020000,0.348000,9.475000,2.864000,20.000000,17.732000,1.089000,0.436000,0.685000,0.885000,0.479000,13.213000,1.755000,.,1402.699000,167.614000,.,.,167.614000,85.862000,20.973000,106.835000,.,.,.,.,.,274.449000,1677.148000
"2014","26 Computer, electronic and optical products",0.074000,0.087000,0.000000,.,.,.,.,0.000000,22.208000,.,0.846000,1.358000,0.692000,.,0.157000,2.378000,1044.072000,162.188000,71.218000,7.680000,23.363000,2.236000,89.955000,0.628000,0.004000,15.897000,67.353000,68.780000,50.781000,11.752000,0.712000,0.010000,0.251000,17.391000,0.040000,0.051000,29.883000,8.434000,67.012000,136.712000,52.549000,21.170000,75.018000,2.400000,0.011000,69.803000,317.360000,27.678000,104.059000,40.603000,33.516000,11.709000,0.966000,75.611000,16.183000,25.284000,116.632000,23.140000,26.051000,25.844000,0.583000,32.905000,16.282000,.,3019.558000,1079.655000,.,.,1079.655000,718.252000,24.891000,743.143000,127.430000,83.420000,44.010000,156.449000,283.879000,2106.677000,5126.235000
"2014","27 Electrical equipment",.,0.009000,.,0.024000,0.199000,0.012000,0.560000,0.146000,0.057000,0.202000,3.264000,0.015000,2.390000,5.761000,13.686000,20.269000,84.992000,596.276000,277.040000,25.287000,4.805000,9.071000,65.907000,0.457000,0.046000,17.429000,509.764000,31.620000,12.166000,2.312000,.,.,.,0.491000,.,0.087000,1.092000,0.491000,1.781000,6.703000,1.902000,1.522000,2.534000,0.043000,.,3.770000,4.561000,1.114000,6.564000,2.285000,4.409000,0.738000,.,32.548000,46.816000,27.625000,31.405000,17.116000,3.607000,5.729000,.,6.900000,0.249000,.,1895.848000,542.796000,.,.,542.796000,187.312000,18.643000,205.955000,122.414000,76.789000,45.625000,149.342000,271.756000,1020.507000,2916.355000
"2014","28 Machinery and equipment n.e.c.",26.158000,.,.,16.971000,7.183000,0.204000,1.141000,9.096000,1.511000,0.020000,1.961000,1.237000,7.841000,10.705000,29.787000,47.374000,10.196000,46.163000,1972.925000,140.715000,46.286000,14.323000,118.489000,5.121000,76.535000,0.189000,281.504000,.,0.146000,.,7.431000,.,.,19.055000,.,0.015000,11.294000,1.284000,.,62.805000,.,.,.,.,.,.,.,.,.,.,0.604000,.,4.984000,.,.,.,.,.,.,.,.,.,.,.,2981.254000,232.391000,.,.,232.391000,1609.588000,49.031000,1658.619000,251.470000,167.204000,84.267000,302.482000,553.952000,2444.962000,5426.216000
"2014","29 Motor vehicles, trailers and semi-trailers",.,9.659000,.,.,.,.,.,.,.,.,.,.,6.988000,0.764000,.,13.681000,.,2.777000,126.685000,241.490000,90.536000,.,2.457000,.,.,.,.,232.073000,.,.,178.336000,.,.,51.430000,0.039000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17.462000,.,.,.,.,.,.,.,.,.,.,.,974.378000,1507.585000,.,.,1507.585000,993.136000,-11.365000,981.771000,235.626000,100.506000,135.120000,69.986000,305.612000,2794.968000,3769.346000
"2014","30 Other transport equipment",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17.568000,.,2.297000,2.947000,21.835000,.,193.124000,.,.,.,.,.,.,.,2.913000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,240.684000,190.106000,.,.,190.106000,243.918000,3.114000,247.032000,64.844000,0.006000,64.838000,122.054000,186.898000,624.036000,864.720000
"2014","31_32 Furniture; other manufactured goods",0.122000,0.142000,0.000000,.,0.089000,6.800000,0.118000,0.060000,0.012000,0.001000,0.809000,3.531000,0.026000,0.030000,0.034000,1.642000,37.090000,0.027000,0.118000,1.187000,0.350000,97.185000,5.420000,0.012000,2.255000,7.199000,32.119000,1.574000,8.606000,0.935000,0.035000,0.025000,0.003000,2.233000,0.062000,7.580000,1.738000,3.779000,0.004000,3.418000,5.674000,3.582000,5.940000,0.217000,0.091000,7.853000,7.058000,1.631000,10.219000,7.618000,9.156000,1.422000,0.006000,12.758000,16.783000,14.124000,212.256000,32.976000,10.475000,23.986000,1.507000,0.928000,2.056000,.,614.682000,758.405000,.,.,758.405000,117.298000,11.345000,128.642000,40.599000,25.331000,15.268000,51.169000,91.767000,978.814000,1593.496000
"2014","33 Repair and installation services of machinery and equipment",.,.,1.779000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.914000,.,20.837000,.,.,.,.,.,.,.,.,47.115000,98.992000,4.704000,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13.430000,.,0.554000,.,.,.,.,.,.,.,.,.,.,.,189.326000,28.075000,.,.,28.075000,3.175000,.,3.175000,.,.,.,.,.,31.251000,220.577000
"2014","35 Electricity, gas, steam and air-conditioning",12.513000,1.521000,0.475000,10.970000,12.274000,1.444000,13.632000,76.771000,1.846000,4.871000,15.818000,0.507000,6.205000,7.023000,40.527000,6.203000,2.472000,2.103000,6.306000,0.659000,2.190000,1.326000,1.606000,50.722000,2.443000,4.032000,8.412000,4.021000,8.669000,30.879000,7.209000,2.551000,2.381000,12.099000,0.354000,14.069000,1.059000,0.692000,5.708000,3.554000,1.162000,1.327000,1.613000,40.313000,14.987000,2.843000,2.005000,1.158000,0.514000,0.447000,0.428000,0.375000,0.424000,5.583000,22.224000,11.302000,8.004000,11.868000,3.205000,7.933000,14.379000,0.401000,0.830000,.,541.438000,124.518000,.,.,124.518000,.,.,.,102.357000,84.513000,17.844000,3.159000,105.516000,230.034000,771.472000
"2014","37_39 Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services",.,.,.,1.148000,0.041000,0.015000,1.319000,17.718000,0.012000,0.017000,0.945000,0.005000,1.907000,5.367000,797.745000,1.544000,0.066000,0.257000,0.343000,0.007000,0.009000,0.599000,0.044000,2.134000,.,129.328000,2.677000,0.064000,0.381000,0.123000,0.029000,0.007000,.,0.005000,.,0.346000,0.076000,0.014000,.,0.160000,0.020000,0.009000,0.041000,1.716000,0.596000,.,0.007000,0.000000,.,.,0.159000,.,0.004000,1.128000,0.087000,0.033000,0.103000,0.125000,0.017000,0.033000,0.106000,0.034000,0.048000,.,968.721000,.,.,.,.,0.009000,9.269000,9.278000,.,.,.,.,.,9.278000,977.999000
"2014","41_43 Constructions and construction works",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"2014","46 Wholesale trade services, except of motor vehicles and motorcycles",2.388000,2.452000,0.143000,.,.,.,.,.,.,.,.,.,.,.,.,.,13.260000,.,.,.,.,.,.,.,.,1.649000,4.366000,41.077000,230.635000,194.094000,.,.,.,.,.,0.181000,.,.,.,322.284000,2.333000,3.039000,5.302000,1.758000,1.069000,0.047000,.,0.284000,.,.,.,0.019000,.,0.314000,5.314000,3.692000,2.607000,2.793000,46.936000,3.272000,13.865000,.,.,.,905.170000,.,.,.,.,.,.,.,.,.,.,.,.,.,905.170000
"2014","49 Land transport services and transport services via pipelines",0.610000,1.661000,0.047000,.,0.006000,0.001000,0.003000,0.005000,0.002000,.,0.003000,0.005000,0.003000,0.004000,0.002000,0.006000,0.005000,0.006000,0.013000,0.001000,0.001000,0.002000,0.003000,0.139000,1.218000,0.115000,34.113000,4.703000,58.417000,18.228000,76.850000,0.028000,0.019000,47.070000,39.224000,1.545000,16.582000,1.030000,1.350000,0.877000,1.458000,1.855000,1.694000,0.437000,0.172000,0.869000,0.728000,2.804000,0.430000,3.810000,2.705000,0.401000,0.017000,4.476000,64.413000,13.217000,10.967000,8.021000,2.194000,2.429000,4.925000,0.756000,18.296000,.,450.972000,29.585000,.,.,29.585000,.,.,.,.,.,.,.,.,29.585000,480.557000
"2014","50 Water transport services",.,0.080000,.,.,0.093000,0.012000,0.042000,0.081000,0.026000,.,0.040000,0.080000,0.052000,0.055000,0.026000,0.093000,0.073000,0.089000,0.196000,0.012000,0.013000,0.026000,0.038000,0.041000,.,0.508000,0.292000,17.745000,313.391000,139.504000,0.383000,147.535000,0.043000,14.403000,23.017000,0.129000,3.776000,0.383000,0.012000,0.247000,4.270000,0.076000,0.144000,0.323000,.,0.337000,0.602000,3.164000,0.040000,0.416000,0.030000,0.202000,0.045000,4.482000,36.386000,22.694000,23.359000,15.029000,2.055000,3.684000,1.512000,0.010000,1.539000,.,782.934000,290.999000,.,.,290.999000,.,.,.,.,.,.,.,.,290.999000,1073.934000
"2014","51 Air transport services",1.582000,4.151000,0.259000,.,0.157000,0.021000,0.071000,0.137000,0.044000,.,0.068000,0.136000,0.088000,0.093000,0.045000,0.158000,0.124000,0.150000,0.332000,0.021000,0.023000,0.044000,0.064000,0.069000,.,1.037000,11.865000,15.752000,43.907000,14.173000,33.856000,3.272000,24.486000,51.735000,16.163000,10.866000,8.036000,4.286000,3.557000,17.351000,7.690000,6.514000,14.277000,8.736000,1.256000,18.985000,4.718000,6.794000,2.488000,4.308000,1.557000,4.161000,76.122000,11.984000,53.246000,36.433000,33.871000,27.159000,8.851000,11.401000,25.711000,1.077000,4.480000,.,640.000000,160.663000,.,.,160.663000,.,.,.,.,.,.,.,.,160.663000,800.663000
"2014","52 Warehousing and support services for transportation",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1.676000,.,0.949000,2.979000,0.324000,0.032000,30.596000,149.850000,84.308000,0.000000,0.000000,0.734000,0.073000,0.000000,0.000000,.,.,.,.,.,0.000000,0.000000,0.000000,.,0.000000,0.000000,0.000000,.,0.000000,.,.,0.002000,.,0.000000,.,.,0.000000,0.000000,.,271.523000,.,.,.,.,.,.,.,.,.,.,.,.,.,271.523000
"2014","53 Postal and courier services",0.254000,0.297000,0.025000,0.692000,1.979000,0.545000,1.587000,1.550000,0.440000,0.652000,2.262000,0.192000,0.933000,1.099000,3.169000,2.661000,2.799000,1.353000,9.650000,0.319000,0.405000,0.711000,1.700000,2.183000,0.014000,0.298000,1.692000,2.227000,4.020000,1.785000,0.643000,0.920000,0.738000,0.166000,1.394000,0.642000,1.027000,0.638000,0.724000,1.208000,0.595000,1.480000,0.661000,2.240000,0.242000,2.087000,0.492000,0.305000,0.116000,0.437000,0.102000,0.561000,0.180000,1.519000,8.980000,3.032000,2.476000,2.650000,0.777000,1.143000,2.547000,0.222000,0.064000,.,88.498000,3.682000,.,.,3.682000,.,.,.,.,.,.,.,.,3.682000,92.181000
"2014","55_56 Accommodation and food services",0.242000,0.377000,0.025000,.,0.146000,0.019000,0.066000,0.127000,0.041000,.,0.063000,0.126000,0.081000,0.086000,0.042000,0.146000,0.115000,0.139000,0.308000,0.019000,0.021000,0.041000,0.060000,0.064000,0.000000,0.131000,2.166000,3.301000,8.878000,2.608000,4.498000,0.968000,3.641000,3.447000,0.061000,4.428000,1.498000,1.889000,0.443000,1.994000,5.806000,1.649000,3.255000,1.512000,0.137000,2.307000,0.641000,1.245000,0.352000,1.078000,0.333000,0.762000,3.201000,1.813000,8.273000,8.109000,6.333000,5.460000,2.093000,2.075000,4.910000,0.443000,1.130000,.,105.222000,246.493000,.,.,246.493000,.,.,.,.,.,.,.,.,246.493000,351.715000
"2014","58 Publishing services",0.003000,0.007000,0.000000,.,2.384000,0.000000,0.001000,2.558000,0.001000,0.388000,0.001000,0.002000,0.002000,0.002000,0.676000,0.003000,1.304000,0.328000,2.504000,0.000000,0.000000,0.001000,0.315000,1.522000,0.007000,0.793000,0.165000,0.771000,4.646000,0.194000,0.068000,0.086000,0.026000,3.624000,0.062000,1.048000,5.158000,4.104000,0.885000,8.909000,3.423000,2.996000,5.132000,0.320000,0.002000,2.660000,0.547000,0.637000,5.267000,0.142000,0.033000,0.214000,1.908000,0.847000,10.726000,7.143000,0.918000,3.674000,4.405000,4.605000,4.464000,0.001000,0.112000,.,102.723000,31.756000,.,.,31.756000,3.548000,-0.371000,3.177000,.,.,.,.,.,34.932000,137.656000
