"S13 General government","D761R Gross national income-based EU own resources",.
"S13 General government","D762R Value added tax-based EU own resources",.
"S13 General government","D5K Current taxes on income and wealth, etc., payable",155
"S13 General government","D51K Income taxes",107
"S13 General government","D59K Other current taxes, excl. tax on capital",48
"S13 General government","D61K Social contributions, payable",.
"S13 General government","D611K Employers’ actual social contributions, payable",.
"S13 General government","D6111K Employers’ actual pension contributions",.
"S13 General government","D61111K Compulsory employers' actual pension contributions, payable",.
"S13 General government","D61112K Voluntary employers' actual pension contributions, payable",.
"S13 General government","D6112K Employers’ actual non-pension contributions",.
"S13 General government","D61121K Compulsory employers’ actual non-pension contributions",.
"S13 General government","D61122K Voluntary employers’ actual non-pension contributions",.
"S13 General government","D612K Employers’ imputed social contributions",.
"S13 General government","D613K Households’ actual social contributions",.
"S13 General government","D6131K Households’ actual pension contributions",.
"S13 General government","D61311K Compulsory households' actual contributions",.
"S13 General government","D61312K Voluntary households' actual pension contributions",.
"S13 General government","D6132K Households’ actual non-pension contributions",.
"S13 General government","D61321K Compulsory households' actual non-pension contributions",.
"S13 General government","D61322K Voluntary households' actual non-pension contributions",.
"S13 General government","D614K Households’ social contribution supplements",.
"S13 General government","D61SCK Social insurance scheme service charges",.
"S13 General government","D62K Social benefits other than social transfers in kind, payable",40267
"S13 General government","D621K Social security benefits in cash, payable",33150
"S13 General government","D6211K Social security pension benefits in cash",28023
"S13 General government","D6212K Social security non-pension benefits in cash",5127
"S13 General government","D622K Other social insurance benefits, payable",30
"S13 General government","D6221K Other social insurance pension benefits",30
"S13 General government","D6222K Other social insurance non-pension benefits",.
"S13 General government","D623K Social assistance benefits in cash, payable",7087
"S13 General government","D7K Other current transfers, payable",36055
"S13 General government","D71K Net non-life insurance premiums",75
"S13 General government","D72K Non-life insurance claims",.
"S13 General government","D73K Current transfers within general government",29994
"S13 General government","D73KS13 Current transfers within general government",29994
"S13 General government","D73KS1311 Current transfers within general government",2126
"S13 General government","D73KS1313 Current transfers within general government",13930
"S13 General government","D73KS1314 Current transfers within general government",13938
"S13 General government","D73KS13141 Current transfers within general government",2021
"S13 General government","D73KS13149 Current transfers within general government",11917
"S13 General government","D74K Transfers to international co-operation",1061
"S13 General government","D74KS1311 Transfers to international co-operation",.
"S13 General government","D74KS1313 Transfers to international co-operation",.
"S13 General government","D74KS13141 Transfers to international co-operation",.
"S13 General government","D74KS13149 Transfers to international co-operation",.
"S13 General government","D74KS2 Transfers to international co-operation",1061
"S13 General government","D74KS21 Transfers to international co-operation of the European Union",83
"S13 General government","D74KS22 Transfers to other international co-operation",978
"S13 General government","D75K Miscellaneous current transfers",3093
"S13 General government","D759KS1 Other transfers to home country",3093
"S13 General government","D759KS11 Transfers to non-financial corporations and housing corporations",273
"S13 General government","D759KS12 Transfers to financial corporations",.
"S13 General government","D759KS13 Transfers to general government",.
"S13 General government","D759KS1311 Transfers to central government",.
"S13 General government","D759KS1313 Transfers to local government and intermunicipal authorities",.
"S13 General government","D759KS1314 Transfers to social security funds",.
"S13 General government","D759KS13141 Transfers to employment pension schemes",.
"S13 General government","D759KS13149 Transfers to other social security funds",.
"S13 General government","D759KS14 Transfers to households",134
"S13 General government","D759KS15 Transfers to non-profit institutions",2686
"S13 General government","D759KS2 Other current transfers to the rest of the world",.
"S13 General government","D759KS21 Other transfers to the EU",.
"S13 General government","D759KS22 Other transfers to other countries",.
"S13 General government","D76K VAT- and GNI-based EU own resources",1832
"S13 General government","D761K Gross national income-based EU own resources",1561
"S13 General government","D762K Value added tax-based EU own resources",271
"S13 General government","B6GT Disposable income, gross",52768
"S13 General government","B6NT Disposable income, net",45502
"S13 General government","B12T Balance of payments",.
"S13 General government","D8R Adjustment for the change in pension entitlements",.
"S13 General government","P3K Final consumption expenditure",50711
"S13 General government","P31K Individual consumption expenditure",33975
"S13 General government","P32K Collective consumption expenditure",16736
"S13 General government","D8K Adjustment for the change in pension entitlements",.
"S13 General government","B8GT Saving, gross",2057
"S13 General government","B8NT Saving, net",-5209
"S13 General government","D9R Capital transfers, receivable",843
"S13 General government","D91R Tax on capital",499
"S13 General government","D92R Investment grants",312
"S13 General government","D99R Other capital transfers",32
"S13 General government","D9K Capital transfers, payable",845
"S13 General government","D91K Tax on capital",.
"S13 General government","D92K Investment grants",592
"S13 General government","D99K Other capital transfers",253
"S13 General government","B101T Changes in net worth due to saving and capital transfers",-5211
"S13 General government","P51CR Consumption of fixed capital",7266
"S13 General government","P5K Gross capital formation",8606
"S13 General government","P51K Gross fixed capital formation",8592
"S13 General government","P52K Changes in inventories",18
"S13 General government","P53K Net acquisitions of valuables",-4
"S13 General government","NPK Acquisitions less disposals of non-produced assets",46
"S13 General government","NP1K Acquisitions less disposals of natural resources",48
"S13 General government","NP11K Acquisitions of natural resources",474
"S13 General government","NP12K Disposals of natural resources",426
"S13 General government","NP2K Acquisitions less disposals of contracts, leases and licences",-2
"S13 General government","DEB1*GT Statistical discrepancy of national balance of supply and demand",.
"S13 General government","B9T Net lending (+) / net borrowing (-)",-6597
"S13 General government","D63R Social benefits in kind, receivable",.
"S13 General government","D631R Social transfers in kind  – non-market production",.
"S13 General government","D632R Social transfers in kind  – purchased market production",.
"S13 General government","D63K Social benefits in kind, payable",33975
"S13 General government","D631K Social transfers in kind  – non-market production",28357
"S13 General government","D632K Social transfers in kind  – purchased market production",5618
"S13 General government","B7GT Adjusted disposable income, gross",18793
"S13 General government","B7NT Adjusted disposable income, net",11527
"S13 General government","P4K Actual final consumption",16736
"S13 General government","P41K Actual individual consumption",.
"S13 General government","P42K Actual collective consumption",16736
"S13 General government","OTRR Total revenue",143077
"S13 General government","OTEK Total expenditure",149674
"S1311 Central government","P1R Output at basic prices",16973
"S1311 Central government","P11R Market output",1656
"S1311 Central government","P12R Output for own final use",1817
"S1311 Central government","P119R Financial intermediation services indirectly measured (FISIM)",.
"S1311 Central government","P131R Sales of non-market products",123
"S1311 Central government","P132R Other non-market output",13377
"S1311 Central government","P2K Intermediate consumption",5968
"S1311 Central government","P119K Financial intermediation services indirectly measured (FISIM)",65
"S1311 Central government","P22K Other intermediate consumption",5903
"S1311 Central government","B1GPHT Value added, gross at basic prices",11005
"S1311 Central government","P51CK Consumption of fixed capital",4070
"S1311 Central government","B1NPHT Value added, net at basic prices",6935
"S1311 Central government","D1K Compensation of employees",6935
"S1311 Central government","D11K Wages and salaries",5638
"S1311 Central government","D12K Employers' social contributions",1297
"S1311 Central government","D29K Other taxes on production",.
"S1311 Central government","D39R Other subsidies on production",.
"S1311 Central government","B13GT Operating surplus + mixed income, gross",4070
"S1311 Central government","B2GT Operating surplus, gross",4070
"S1311 Central government","B3GT Mixed income, gross",.
"S1311 Central government","B13NT Operating surplus + mixed income, net",0
"S1311 Central government","B2NT Operating surplus, net",0
"S1311 Central government","B3NT Mixed income, net",.
"S1311 Central government","P7R Imports of goods and services",.
"S1311 Central government","P71R Imports of goods",.
"S1311 Central government","P72R Imports of services",.
"S1311 Central government","P721R Imports of FISIM",.
"S1311 Central government","P722R Other imports of services",.
"S1311 Central government","P6K Exports of goods and services",.
"S1311 Central government","P61K Exports of goods",.
"S1311 Central government","P62K Exports of services",.
"S1311 Central government","P621K Exports of FISIM",.
"S1311 Central government","P622K Other exports of services",.
"S1311 Central government","B11T External balance of goods and services",.
"S1311 Central government","D1R Compensation of employees, receivable",.
"S1311 Central government","D11R Wages and salaries, receivable",.
"S1311 Central government","D12R Employers' social contributions",.
"S1311 Central government","D2R Taxes on production and imports, receivable",29555
"S1311 Central government","D21R Taxes on products",29087
"S1311 Central government","D211R VAT",18948
"S1311 Central government","D212R Taxes and duties on imports excluding VAT",.
"S1311 Central government","D214R Taxes on products, except VAT and import taxes",10139
"S1311 Central government","D29R Other taxes on production",468
"S1311 Central government","D3K Subsidies",2282
"S1311 Central government","D31K Subsidies on products",324
"S1311 Central government","D39K Other subsidies on production",1958
"S1311 Central government","D4R Property income",1783
"S1311 Central government","D41R Interest, receivable (FISIM-adjusted)",337
"S1311 Central government","D411R Actual interest, receivable",321
"S1311 Central government","D412R Intrest, (FISIM-adjusted), deposits",16
"S1311 Central government","D42R Distributed income of corporations",1393
"S1311 Central government","D421R Income from dividends",1266
"S1311 Central government","D422R Withdrawals from income of quasi-corporations",127
"S1311 Central government","D43R Reinvested earnings on direct foreign investment",8
"S1311 Central government","D44R Other investment income",34
"S1311 Central government","D441R Investment income attributable to insurance policy holders, receivable",.
"S1311 Central government","D442R Investment income payable on pension entitlements",.
"S1311 Central government","D443R Investment income attributable to collective investment fund shareholders",34
"S1311 Central government","D45R Rents, receivable",11
"S1311 Central government","D4K Property expenditure",2420
"S1311 Central government","D41K Interest, payable (FISIM-adjusted)",2412
"S1311 Central government","D411K Actual interest, payable",2461
"S1311 Central government","D412K Interest, (FISIM-adjusted), loans",-49
"S1311 Central government","D42K Distributed income of corporations",.
"S1311 Central government","D421K Dividend income",.
"S1311 Central government","D422K Withdrawals from income of quasi-corporations, payable",.
"S1311 Central government","D43K Reinvested earnings on direct foreign investment",.
"S1311 Central government","D44K Other investment income",.
"S1311 Central government","D441K Investment income attributable to insurance policy holders, payable",.
"S1311 Central government","D442K Investment income payable on pension entitlements",.
"S1311 Central government","D443K Investment income attributable to collective investment fund shareholders",.
"S1311 Central government","D45K Rents, payable",8
"S1311 Central government","B5GT Gross national income",30706
"S1311 Central government","B5NT Net national income",26636
"S1311 Central government","B4GT Entrepreneurial income, gross",4070
"S1311 Central government","B41GT Entrepreneurial income from agriculture, gross",.
"S1311 Central government","B42GT Entrepreneurial income from forestry, gross",.
"S1311 Central government","B43GT Imputed rent of owner-occupiers, gross",.
"S1311 Central government","B44GT Other entrepreneurial income, gross",.
"S1311 Central government","B4NT Entrepreneurial income",0
"S1311 Central government","B41NT Entrepreneurial income from agriculture",.
"S1311 Central government","B42NT Entrepreneurial income from forestry",.
"S1311 Central government","B43NT Imputed rent of owner-occupiers",.
"S1311 Central government","B44NT Other entrepreneurial income",.
"S1311 Central government","D5R Current taxes on income and wealth, etc., receivable",12632
"S1311 Central government","D51R Income taxes",11901
"S1311 Central government","D59R Other current taxes, excl. tax on capital",731
"S1311 Central government","D61R Social contributions, receivable",.
"S1311 Central government","D611R Employers’ actual social contributions, receivable",.
"S1311 Central government","D6111R Employers’ actual pension contributions",.
"S1311 Central government","D61111R Compulsory employers' actual pension contributions, receivable",.
"S1311 Central government","D61112R Voluntary employers' actual pension contributions, receivable",.
"S1311 Central government","D6112R Employers’ actual non-pension contributions",.
"S1311 Central government","D61121R Compulsory employers’ actual non-pension contributions",.
"S1311 Central government","D61122R Voluntary employers’ actual non-pension contributions",.
"S1311 Central government","D612R Employers’ imputed social contributions",.
"S1311 Central government","D613R Households’ actual social contributions",.
"S1311 Central government","D6131R Households’ actual pension contributions",.
"S1311 Central government","D61311R Compulsory households' actual pension contributions",.
"S1311 Central government","D61312R Voluntary households' actual pension contributions",.
"S1311 Central government","D6132R Households’ actual non-pension contributions",.
"S1311 Central government","D61321R Compulsory households' actual non-pension contributions",.
"S1311 Central government","D61322R Voluntary households' actual non-pension contributions",.
"S1311 Central government","D614R Households’ social contribution supplements",.
"S1311 Central government","D61SCR Social insurance scheme service charges",.
"S1311 Central government","D62R Social benefits other than social transfers in kind, receivable",.
"S1311 Central government","D621R Social security benefits in cash, receivable",.
"S1311 Central government","D6211R Social security pension benefits in cash",.
"S1311 Central government","D6212R Social security non-pension benefits in cash",.
"S1311 Central government","D622R Other social insurance benefits, receivable",.
"S1311 Central government","D6221R Other social insurance pension benefits",.
"S1311 Central government","D6222R Other social insurance non-pension benefits",.
"S1311 Central government","D623R Social assistance benefits in cash, receivable",.
"S1311 Central government","D7R Other current transfers, receivable",2791
"S1311 Central government","D71R Net non-life insurance premiums",.
"S1311 Central government","D72R Non-life insurance claims",.
"S1311 Central government","D73R Current transfers within general government",2126
"S1311 Central government","D73RS13 Current transfers within general government",2126
"S1311 Central government","D73RS1311 Current transfers within general government",.
"S1311 Central government","D73RS1313 Current transfers within general government",178
"S1311 Central government","D73RS1314 Current transfers within general government",1948
"S1311 Central government","D73RS13141 Current transfers within general government",1877
"S1311 Central government","D73RS13149 Current transfers within general government",71
"S1311 Central government","D74R Transfers from international co-operation",337
"S1311 Central government","D74RS1311 Transfers from international co-operation",.
"S1311 Central government","D74RS13141 Transfers from international co-operation",.
"S1311 Central government","D74RS13149 Transfers from international co-operation",.
"S1311 Central government","D74RS2 Transfers from international co-operation",337
"S1311 Central government","D74RS21 Transfers from international co-operation of the European Union",329
"S1311 Central government","D74RS22 Transfers from other international co-operation",8
"S1311 Central government","D75R Miscellaneous current transfers",328
"S1311 Central government","D759RS1 Other transfers from home country",328
"S1311 Central government","D759RS11 Transfers from non-financial corporations and housing corporations",35
"S1311 Central government","D759RS12 Transfers from financial corporations",11
"S1311 Central government","D759RS13 Transfers from general government",.
"S1311 Central government","D759RS1311 Transfers from central government",.
"S1311 Central government","D759RS1313 Transfers from local government and intermunicipal authorities",.
"S1311 Central government","D759RS1314 Transfers from social security funds",.
"S1311 Central government","D759RS13141 Transfers from employment pension schemes",.
"S1311 Central government","D759RS13149 Transfers from other social security funds",.
"S1311 Central government","D759RS14 Transfers from households",133
"S1311 Central government","D759RS15 Transfers from non-profit institutions",149
"S1311 Central government","D759RS2 Other current transfers from the rest of the world",.
"S1311 Central government","D759RS21 Other transfers from the EU",.
"S1311 Central government","D759RS22 Other transfers from other countries",.
"S1311 Central government","D76R VAT- and GNI-based EU own resources",.
"S1311 Central government","D761R Gross national income-based EU own resources",.
"S1311 Central government","D762R Value added tax-based EU own resources",.
"S1311 Central government","D5K Current taxes on income and wealth, etc., payable",134
"S1311 Central government","D51K Income taxes",86
"S1311 Central government","D59K Other current taxes, excl. tax on capital",48
"S1311 Central government","D61K Social contributions, payable",.
"S1311 Central government","D611K Employers’ actual social contributions, payable",.
"S1311 Central government","D6111K Employers’ actual pension contributions",.
"S1311 Central government","D61111K Compulsory employers' actual pension contributions, payable",.
"S1311 Central government","D61112K Voluntary employers' actual pension contributions, payable",.
"S1311 Central government","D6112K Employers’ actual non-pension contributions",.
"S1311 Central government","D61121K Compulsory employers’ actual non-pension contributions",.
"S1311 Central government","D61122K Voluntary employers’ actual non-pension contributions",.
"S1311 Central government","D612K Employers’ imputed social contributions",.
"S1311 Central government","D613K Households’ actual social contributions",.
"S1311 Central government","D6131K Households’ actual pension contributions",.
"S1311 Central government","D61311K Compulsory households' actual contributions",.
"S1311 Central government","D61312K Voluntary households' actual pension contributions",.
"S1311 Central government","D6132K Households’ actual non-pension contributions",.
"S1311 Central government","D61321K Compulsory households' actual non-pension contributions",.
"S1311 Central government","D61322K Voluntary households' actual non-pension contributions",.
"S1311 Central government","D614K Households’ social contribution supplements",.
"S1311 Central government","D61SCK Social insurance scheme service charges",.
"S1311 Central government","D62K Social benefits other than social transfers in kind, payable",4248
"S1311 Central government","D621K Social security benefits in cash, payable",4121
"S1311 Central government","D6211K Social security pension benefits in cash",4121
"S1311 Central government","D6212K Social security non-pension benefits in cash",.
"S1311 Central government","D622K Other social insurance benefits, payable",13
"S1311 Central government","D6221K Other social insurance pension benefits",13
"S1311 Central government","D6222K Other social insurance non-pension benefits",.
"S1311 Central government","D623K Social assistance benefits in cash, payable",114
"S1311 Central government","D7K Other current transfers, payable",31585
"S1311 Central government","D71K Net non-life insurance premiums",.
"S1311 Central government","D72K Non-life insurance claims",.
"S1311 Central government","D73K Current transfers within general government",26239
"S1311 Central government","D73KS13 Current transfers within general government",26239
"S1311 Central government","D73KS1311 Current transfers within general government",.
"S1311 Central government","D73KS1313 Current transfers within general government",13844
"S1311 Central government","D73KS1314 Current transfers within general government",12395
"S1311 Central government","D73KS13141 Current transfers within general government",1182
"S1311 Central government","D73KS13149 Current transfers within general government",11213
"S1311 Central government","D74K Transfers to international co-operation",1044
"S1311 Central government","D74KS1311 Transfers to international co-operation",.
"S1311 Central government","D74KS1313 Transfers to international co-operation",.
"S1311 Central government","D74KS13141 Transfers to international co-operation",.
"S1311 Central government","D74KS13149 Transfers to international co-operation",.
"S1311 Central government","D74KS2 Transfers to international co-operation",1044
"S1311 Central government","D74KS21 Transfers to international co-operation of the European Union",83
"S1311 Central government","D74KS22 Transfers to other international co-operation",961
"S1311 Central government","D75K Miscellaneous current transfers",2470
"S1311 Central government","D759KS1 Other transfers to home country",2470
"S1311 Central government","D759KS11 Transfers to non-financial corporations and housing corporations",.
"S1311 Central government","D759KS12 Transfers to financial corporations",.
"S1311 Central government","D759KS13 Transfers to general government",.
"S1311 Central government","D759KS1311 Transfers to central government",.
"S1311 Central government","D759KS1313 Transfers to local government and intermunicipal authorities",.
"S1311 Central government","D759KS1314 Transfers to social security funds",.
"S1311 Central government","D759KS13141 Transfers to employment pension schemes",.
"S1311 Central government","D759KS13149 Transfers to other social security funds",.
"S1311 Central government","D759KS14 Transfers to households",134
"S1311 Central government","D759KS15 Transfers to non-profit institutions",2336
"S1311 Central government","D759KS2 Other current transfers to the rest of the world",.
"S1311 Central government","D759KS21 Other transfers to the EU",.
"S1311 Central government","D759KS22 Other transfers to other countries",.
"S1311 Central government","D76K VAT- and GNI-based EU own resources",1832
"S1311 Central government","D761K Gross national income-based EU own resources",1561
"S1311 Central government","D762K Value added tax-based EU own resources",271
"S1311 Central government","B6GT Disposable income, gross",10162
"S1311 Central government","B6NT Disposable income, net",6092
"S1311 Central government","B12T Balance of payments",.
"S1311 Central government","D8R Adjustment for the change in pension entitlements",.
"S1311 Central government","P3K Final consumption expenditure",13718
"S1311 Central government","P31K Individual consumption expenditure",2712
"S1311 Central government","P32K Collective consumption expenditure",11006
"S1311 Central government","D8K Adjustment for the change in pension entitlements",.
"S1311 Central government","B8GT Saving, gross",-3556
"S1311 Central government","B8NT Saving, net",-7626
"S1311 Central government","D9R Capital transfers, receivable",646
"S1311 Central government","D91R Tax on capital",499
"S1311 Central government","D92R Investment grants",132
"S1311 Central government","D99R Other capital transfers",15
"S1311 Central government","D9K Capital transfers, payable",786
"S1311 Central government","D91K Tax on capital",.
"S1311 Central government","D92K Investment grants",582
"S1311 Central government","D99K Other capital transfers",204
"S1311 Central government","B101T Changes in net worth due to saving and capital transfers",-7766
"S1311 Central government","P51CR Consumption of fixed capital",4070
"S1311 Central government","P5K Gross capital formation",4036
"S1311 Central government","P51K Gross fixed capital formation",4034
"S1311 Central government","P52K Changes in inventories",0
"S1311 Central government","P53K Net acquisitions of valuables",2
"S1311 Central government","NPK Acquisitions less disposals of non-produced assets",29
"S1311 Central government","NP1K Acquisitions less disposals of natural resources",31
"S1311 Central government","NP11K Acquisitions of natural resources",47
"S1311 Central government","NP12K Disposals of natural resources",16
"S1311 Central government","NP2K Acquisitions less disposals of contracts, leases and licences",-2
"S1311 Central government","DEB1*GT Statistical discrepancy of national balance of supply and demand",.
"S1311 Central government","B9T Net lending (+) / net borrowing (-)",-7761
"S1311 Central government","D63R Social benefits in kind, receivable",.
"S1311 Central government","D631R Social transfers in kind  – non-market production",.
"S1311 Central government","D632R Social transfers in kind  – purchased market production",.
"S1311 Central government","D63K Social benefits in kind, payable",2712
"S1311 Central government","D631K Social transfers in kind  – non-market production",2371
"S1311 Central government","D632K Social transfers in kind  – purchased market production",341
"S1311 Central government","B7GT Adjusted disposable income, gross",7450
"S1311 Central government","B7NT Adjusted disposable income, net",3380
"S1311 Central government","P4K Actual final consumption",11006
"S1311 Central government","P41K Actual individual consumption",.
"S1311 Central government","P42K Actual collective consumption",11006
"S1311 Central government","OTRR Total revenue",51003
"S1311 Central government","OTEK Total expenditure",58764
"S1313 Local government","P1R Output at basic prices",41270
"S1313 Local government","P11R Market output",8482
"S1313 Local government","P12R Output for own final use",256
"S1313 Local government","P119R Financial intermediation services indirectly measured (FISIM)",.
"S1313 Local government","P131R Sales of non-market products",2105
"S1313 Local government","P132R Other non-market output",30427
"S1313 Local government","P2K Intermediate consumption",16490
"S1313 Local government","P119K Financial intermediation services indirectly measured (FISIM)",151
"S1313 Local government","P22K Other intermediate consumption",16339
"S1313 Local government","B1GPHT Value added, gross at basic prices",24780
"S1313 Local government","P51CK Consumption of fixed capital",3077
"S1313 Local government","B1NPHT Value added, net at basic prices",21703
"S1313 Local government","D1K Compensation of employees",21654
"S1313 Local government","D11K Wages and salaries",16680
"S1313 Local government","D12K Employers' social contributions",4974
"S1313 Local government","D29K Other taxes on production",6
"S1313 Local government","D39R Other subsidies on production",.
